renamed	dataset	sample_type
ABCS_06570	LUAD	Primary Tumor
ABCS_00526	BRCA	Primary Tumor
ABCS_00527	BRCA	Primary Tumor
ABCS_00528	BRCA	Primary Tumor
ABCS_00529	BRCA	Primary Tumor
ABCS_00530	BRCA	Primary Tumor
ABCS_00531	BRCA	Primary Tumor
ABCS_00532	BRCA	Primary Tumor
ABCS_00533	BRCA	Primary Tumor
ABCS_00534	BRCA	Primary Tumor
ABCS_00535	BRCA	Primary Tumor
ABCS_00536	BRCA	Primary Tumor
ABCS_00537	BRCA	Primary Tumor
ABCS_00538	BRCA	Primary Tumor
ABCS_00539	BRCA	Primary Tumor
ABCS_00540	BRCA	Primary Tumor
ABCS_00541	BRCA	Primary Tumor
ABCS_00542	BRCA	Primary Tumor
ABCS_00543	BRCA	Primary Tumor
ABCS_00544	BRCA	Primary Tumor
ABCS_00545	BRCA	Primary Tumor
ABCS_00546	BRCA	Primary Tumor
ABCS_00547	BRCA	Primary Tumor
ABCS_00548	BRCA	Primary Tumor
ABCS_00549	BRCA	Primary Tumor
ABCS_00550	BRCA	Primary Tumor
ABCS_00551	BRCA	Primary Tumor
ABCS_00552	BRCA	Primary Tumor
ABCS_00553	BRCA	Primary Tumor
ABCS_00554	BRCA	Primary Tumor
ABCS_00555	BRCA	Primary Tumor
ABCS_00556	BRCA	Primary Tumor
ABCS_00557	BRCA	Primary Tumor
ABCS_00558	BRCA	Primary Tumor
ABCS_00559	BRCA	Primary Tumor
ABCS_00560	BRCA	Primary Tumor
ABCS_00561	BRCA	Primary Tumor
ABCS_00562	BRCA	Primary Tumor
ABCS_00563	BRCA	Primary Tumor
ABCS_00564	BRCA	Primary Tumor
ABCS_00565	BRCA	Primary Tumor
ABCS_00566	BRCA	Primary Tumor
ABCS_00567	BRCA	Primary Tumor
ABCS_00568	BRCA	Primary Tumor
ABCS_00569	BRCA	Primary Tumor
ABCS_00570	BRCA	Primary Tumor
ABCS_00571	BRCA	Primary Tumor
ABCS_00572	BRCA	Primary Tumor
ABCS_00573	BRCA	Primary Tumor
ABCS_00574	BRCA	Primary Tumor
ABCS_00575	BRCA	Primary Tumor
ABCS_00576	BRCA	Primary Tumor
ABCS_00577	BRCA	Primary Tumor
ABCS_00578	BRCA	Primary Tumor
ABCS_00579	BRCA	Primary Tumor
ABCS_00580	BRCA	Primary Tumor
ABCS_00581	BRCA	Primary Tumor
ABCS_00582	BRCA	Primary Tumor
ABCS_00583	BRCA	Primary Tumor
ABCS_00584	BRCA	Primary Tumor
ABCS_00585	BRCA	Primary Tumor
ABCS_00586	BRCA	Primary Tumor
ABCS_00587	BRCA	Primary Tumor
ABCS_00588	BRCA	Primary Tumor
ABCS_00589	BRCA	Primary Tumor
ABCS_00590	BRCA	Primary Tumor
ABCS_00591	BRCA	Primary Tumor
ABCS_00592	BRCA	Primary Tumor
ABCS_00593	BRCA	Primary Tumor
ABCS_00594	BRCA	Primary Tumor
ABCS_00595	BRCA	Primary Tumor
ABCS_00596	BRCA	Primary Tumor
ABCS_00597	BRCA	Primary Tumor
ABCS_00598	BRCA	Primary Tumor
ABCS_00599	BRCA	Primary Tumor
ABCS_00600	BRCA	Primary Tumor
ABCS_00601	BRCA	Primary Tumor
ABCS_00602	BRCA	Primary Tumor
ABCS_00603	BRCA	Primary Tumor
ABCS_00604	BRCA	Primary Tumor
ABCS_00605	BRCA	Primary Tumor
ABCS_00606	BRCA	Primary Tumor
ABCS_00607	BRCA	Primary Tumor
ABCS_00608	BRCA	Primary Tumor
ABCS_00609	BRCA	Primary Tumor
ABCS_00610	BRCA	Primary Tumor
ABCS_00611	BRCA	Primary Tumor
ABCS_00612	BRCA	Primary Tumor
ABCS_00613	BRCA	Primary Tumor
ABCS_00614	BRCA	Primary Tumor
ABCS_00615	BRCA	Primary Tumor
ABCS_00616	BRCA	Primary Tumor
ABCS_00617	BRCA	Primary Tumor
ABCS_00618	BRCA	Primary Tumor
ABCS_00619	BRCA	Primary Tumor
ABCS_00620	BRCA	Primary Tumor
ABCS_00621	BRCA	Primary Tumor
ABCS_00622	BRCA	Primary Tumor
ABCS_00623	BRCA	Primary Tumor
ABCS_00624	BRCA	Primary Tumor
ABCS_00625	BRCA	Primary Tumor
ABCS_00626	BRCA	Primary Tumor
ABCS_00627	BRCA	Primary Tumor
ABCS_00628	BRCA	Primary Tumor
ABCS_00629	BRCA	Primary Tumor
ABCS_00630	BRCA	Primary Tumor
ABCS_00631	BRCA	Primary Tumor
ABCS_00632	BRCA	Primary Tumor
ABCS_00633	BRCA	Primary Tumor
ABCS_00634	BRCA	Primary Tumor
ABCS_00635	BRCA	Primary Tumor
ABCS_00636	BRCA	Primary Tumor
ABCS_00637	BRCA	Primary Tumor
ABCS_00638	BRCA	Primary Tumor
ABCS_03599	KIRC	Primary Tumor
ABCS_03600	KIRC	Primary Tumor
ABCS_03601	KIRC	Primary Tumor
ABCS_03602	KIRC	Primary Tumor
ABCS_03603	KIRC	Primary Tumor
ABCS_03604	KIRC	Primary Tumor
ABCS_03605	KIRC	Primary Tumor
ABCS_03606	KIRC	Primary Tumor
ABCS_03607	KIRC	Primary Tumor
ABCS_03608	KIRC	Primary Tumor
ABCS_03609	KIRC	Primary Tumor
ABCS_03610	KIRC	Primary Tumor
ABCS_03611	KIRC	Primary Tumor
ABCS_03612	KIRC	Primary Tumor
ABCS_03613	KIRC	Primary Tumor
ABCS_03614	KIRC	Primary Tumor
ABCS_03615	KIRC	Primary Tumor
ABCS_03616	KIRC	Primary Tumor
ABCS_03617	KIRC	Primary Tumor
ABCS_03618	KIRC	Primary Tumor
ABCS_03619	KIRC	Primary Tumor
ABCS_03620	KIRC	Primary Tumor
ABCS_03621	KIRC	Primary Tumor
ABCS_03622	KIRC	Primary Tumor
ABCS_03623	KIRC	Primary Tumor
ABCS_03624	KIRC	Primary Tumor
ABCS_03625	KIRC	Primary Tumor
ABCS_03626	KIRC	Primary Tumor
ABCS_03627	KIRC	Primary Tumor
ABCS_03628	KIRC	Solid Tissue Normal
ABCS_03629	KIRC	Primary Tumor
ABCS_03630	KIRC	Primary Tumor
ABCS_03631	KIRC	Primary Tumor
ABCS_03632	KIRC	Primary Tumor
ABCS_03633	KIRC	Primary Tumor
ABCS_03634	KIRC	Primary Tumor
ABCS_03635	KIRC	Primary Tumor
ABCS_03636	KIRC	Primary Tumor
ABCS_03637	KIRC	Primary Tumor
ABCS_03638	KIRC	Primary Tumor
ABCS_03639	KIRC	Primary Tumor
ABCS_03640	KIRC	Primary Tumor
ABCS_03641	KIRC	Primary Tumor
ABCS_03642	KIRC	Primary Tumor
ABCS_03643	KIRC	Primary Tumor
ABCS_03644	KIRC	Primary Tumor
ABCS_03645	KIRC	Primary Tumor
ABCS_03646	KIRC	Primary Tumor
ABCS_03647	KIRC	Primary Tumor
ABCS_03648	KIRC	Primary Tumor
ABCS_03649	KIRC	Solid Tissue Normal
ABCS_03650	KIRC	Primary Tumor
ABCS_03651	KIRC	Primary Tumor
ABCS_03652	KIRC	Primary Tumor
ABCS_03653	KIRC	Primary Tumor
ABCS_03654	KIRC	Primary Tumor
ABCS_03655	KIRC	Primary Tumor
ABCS_03656	KIRC	Primary Tumor
ABCS_03657	KIRC	Primary Tumor
ABCS_03658	KIRC	Primary Tumor
ABCS_04257	KIRP	Primary Tumor
ABCS_04258	KIRP	Primary Tumor
ABCS_04259	KIRP	Primary Tumor
ABCS_04260	KIRP	Solid Tissue Normal
ABCS_04261	KIRP	Primary Tumor
ABCS_04262	KIRP	Primary Tumor
ABCS_04263	KIRP	Primary Tumor
ABCS_04264	KIRP	Primary Tumor
ABCS_04265	KIRP	Primary Tumor
ABCS_04266	KIRP	Primary Tumor
ABCS_04267	KIRP	Primary Tumor
ABCS_04268	KIRP	Primary Tumor
ABCS_04269	KIRP	Primary Tumor
ABCS_04270	KIRP	Primary Tumor
ABCS_04271	KIRP	Primary Tumor
ABCS_04272	KIRP	Primary Tumor
ABCS_04273	KIRP	Primary Tumor
ABCS_04274	KIRP	Primary Tumor
ABCS_04275	KIRP	Primary Tumor
ABCS_04276	KIRP	Primary Tumor
ABCS_04277	KIRP	Primary Tumor
ABCS_04278	KIRP	Primary Tumor
ABCS_04279	KIRP	Primary Tumor
ABCS_04280	KIRP	Primary Tumor
ABCS_04281	KIRP	Solid Tissue Normal
ABCS_04282	KIRP	Primary Tumor
ABCS_04283	KIRP	Solid Tissue Normal
ABCS_04284	KIRP	Primary Tumor
ABCS_04285	KIRP	Primary Tumor
ABCS_04286	KIRP	Primary Tumor
ABCS_04287	KIRP	Primary Tumor
ABCS_04288	KIRP	Solid Tissue Normal
ABCS_04289	KIRP	Primary Tumor
ABCS_04290	KIRP	Primary Tumor
ABCS_04291	KIRP	Primary Tumor
ABCS_10956	UCEC	Primary Tumor
ABCS_10957	UCEC	Primary Tumor
ABCS_10958	UCEC	Primary Tumor
ABCS_10959	UCEC	Primary Tumor
ABCS_10960	UCEC	Primary Tumor
ABCS_10961	UCEC	Primary Tumor
ABCS_10962	UCEC	Primary Tumor
ABCS_10963	UCEC	Primary Tumor
ABCS_10964	UCEC	Primary Tumor
ABCS_10965	UCEC	Primary Tumor
ABCS_10966	UCEC	Primary Tumor
ABCS_10967	UCEC	Primary Tumor
ABCS_10968	UCEC	Primary Tumor
ABCS_10969	UCEC	Primary Tumor
ABCS_10970	UCEC	Primary Tumor
ABCS_10971	UCEC	Primary Tumor
ABCS_10972	UCEC	Primary Tumor
ABCS_10973	UCEC	Primary Tumor
ABCS_10974	UCEC	Primary Tumor
ABCS_10975	UCEC	Primary Tumor
ABCS_10976	UCEC	Primary Tumor
ABCS_10977	UCEC	Primary Tumor
ABCS_10978	UCEC	Primary Tumor
ABCS_10979	UCEC	Primary Tumor
ABCS_10980	UCEC	Primary Tumor
ABCS_10981	UCEC	Primary Tumor
ABCS_10982	UCEC	Primary Tumor
ABCS_10983	UCEC	Primary Tumor
ABCS_10984	UCEC	Primary Tumor
ABCS_10985	UCEC	Primary Tumor
ABCS_10986	UCEC	Primary Tumor
ABCS_10987	UCEC	Primary Tumor
ABCS_10988	UCEC	Primary Tumor
ABCS_10989	UCEC	Primary Tumor
ABCS_10990	UCEC	Primary Tumor
ABCS_10991	UCEC	Primary Tumor
ABCS_10992	UCEC	Primary Tumor
ABCS_10993	UCEC	Primary Tumor
ABCS_10994	UCEC	Primary Tumor
ABCS_10995	UCEC	Primary Tumor
ABCS_10996	UCEC	Primary Tumor
ABCS_10997	UCEC	Primary Tumor
ABCS_10998	UCEC	Primary Tumor
ABCS_10999	UCEC	Primary Tumor
ABCS_11000	UCEC	Primary Tumor
ABCS_02090	COAD	Primary Tumor
ABCS_02091	COAD	Solid Tissue Normal
ABCS_02092	COAD	Primary Tumor
ABCS_02093	COAD	Primary Tumor
ABCS_02094	COAD	Primary Tumor
ABCS_02095	COAD	Primary Tumor
ABCS_02096	COAD	Primary Tumor
ABCS_02097	COAD	Primary Tumor
ABCS_02098	COAD	Primary Tumor
ABCS_02099	COAD	Primary Tumor
ABCS_02100	COAD	Primary Tumor
ABCS_02101	COAD	Solid Tissue Normal
ABCS_02102	COAD	Primary Tumor
ABCS_02103	COAD	Primary Tumor
ABCS_02104	COAD	Primary Tumor
ABCS_02105	COAD	Solid Tissue Normal
ABCS_02106	COAD	Primary Tumor
ABCS_02107	COAD	Solid Tissue Normal
ABCS_02108	COAD	Primary Tumor
ABCS_02109	COAD	Solid Tissue Normal
ABCS_02110	COAD	Primary Tumor
ABCS_02111	COAD	Primary Tumor
ABCS_02112	COAD	Primary Tumor
ABCS_02113	COAD	Primary Tumor
ABCS_02114	COAD	Primary Tumor
ABCS_02115	COAD	Primary Tumor
ABCS_02116	COAD	Primary Tumor
ABCS_02117	COAD	Primary Tumor
ABCS_02118	COAD	Primary Tumor
ABCS_02119	COAD	Primary Tumor
ABCS_02120	COAD	Primary Tumor
ABCS_02121	COAD	Primary Tumor
ABCS_02122	COAD	Primary Tumor
ABCS_02123	COAD	Primary Tumor
ABCS_02124	COAD	Primary Tumor
ABCS_02125	COAD	Primary Tumor
ABCS_02126	COAD	Primary Tumor
ABCS_02127	COAD	Primary Tumor
ABCS_02128	COAD	Primary Tumor
ABCS_02129	COAD	Primary Tumor
ABCS_02130	COAD	Primary Tumor
ABCS_02131	COAD	Primary Tumor
ABCS_02132	COAD	Primary Tumor
ABCS_02133	COAD	Primary Tumor
ABCS_02134	COAD	Primary Tumor
ABCS_02135	COAD	Primary Tumor
ABCS_02136	COAD	Primary Tumor
ABCS_02137	COAD	Primary Tumor
ABCS_02138	COAD	Primary Tumor
ABCS_02139	COAD	Primary Tumor
ABCS_02140	COAD	Primary Tumor
ABCS_02141	COAD	Primary Tumor
ABCS_02142	COAD	Primary Tumor
ABCS_02143	COAD	Primary Tumor
ABCS_02144	COAD	Primary Tumor
ABCS_02145	COAD	Primary Tumor
ABCS_02146	COAD	Primary Tumor
ABCS_02147	COAD	Primary Tumor
ABCS_02148	COAD	Primary Tumor
ABCS_02149	COAD	Primary Tumor
ABCS_02150	COAD	Primary Tumor
ABCS_02151	COAD	Primary Tumor
ABCS_02152	COAD	Primary Tumor
ABCS_02153	COAD	Primary Tumor
ABCS_02154	COAD	Primary Tumor
ABCS_02155	COAD	Primary Tumor
ABCS_02156	COAD	Primary Tumor
ABCS_00639	BRCA	Primary Tumor
ABCS_00640	BRCA	Primary Tumor
ABCS_00641	BRCA	Solid Tissue Normal
ABCS_00642	BRCA	Primary Tumor
ABCS_00643	BRCA	Primary Tumor
ABCS_00644	BRCA	Primary Tumor
ABCS_00645	BRCA	Primary Tumor
ABCS_00646	BRCA	Solid Tissue Normal
ABCS_00647	BRCA	Primary Tumor
ABCS_00648	BRCA	Primary Tumor
ABCS_00649	BRCA	Primary Tumor
ABCS_00650	BRCA	Primary Tumor
ABCS_00651	BRCA	Solid Tissue Normal
ABCS_00652	BRCA	Primary Tumor
ABCS_00653	BRCA	Primary Tumor
ABCS_00654	BRCA	Solid Tissue Normal
ABCS_00655	BRCA	Primary Tumor
ABCS_00656	BRCA	Primary Tumor
ABCS_00657	BRCA	Primary Tumor
ABCS_00658	BRCA	Primary Tumor
ABCS_00659	BRCA	Primary Tumor
ABCS_00660	BRCA	Primary Tumor
ABCS_00661	BRCA	Solid Tissue Normal
ABCS_00662	BRCA	Primary Tumor
ABCS_00663	BRCA	Solid Tissue Normal
ABCS_00664	BRCA	Primary Tumor
ABCS_00665	BRCA	Primary Tumor
ABCS_00666	BRCA	Solid Tissue Normal
ABCS_00667	BRCA	Primary Tumor
ABCS_00668	BRCA	Primary Tumor
ABCS_00669	BRCA	Primary Tumor
ABCS_00670	BRCA	Primary Tumor
ABCS_00671	BRCA	Primary Tumor
ABCS_00672	BRCA	Primary Tumor
ABCS_00673	BRCA	Primary Tumor
ABCS_00674	BRCA	Primary Tumor
ABCS_00675	BRCA	Primary Tumor
ABCS_00676	BRCA	Primary Tumor
ABCS_00677	BRCA	Primary Tumor
ABCS_00678	BRCA	Primary Tumor
ABCS_00679	BRCA	Primary Tumor
ABCS_00680	BRCA	Primary Tumor
ABCS_00681	BRCA	Primary Tumor
ABCS_00682	BRCA	Primary Tumor
ABCS_00683	BRCA	Primary Tumor
ABCS_00684	BRCA	Primary Tumor
ABCS_00685	BRCA	Primary Tumor
ABCS_00686	BRCA	Primary Tumor
ABCS_00687	BRCA	Primary Tumor
ABCS_00688	BRCA	Primary Tumor
ABCS_00689	BRCA	Primary Tumor
ABCS_00690	BRCA	Primary Tumor
ABCS_00691	BRCA	Primary Tumor
ABCS_00692	BRCA	Primary Tumor
ABCS_00693	BRCA	Primary Tumor
ABCS_00694	BRCA	Primary Tumor
ABCS_00695	BRCA	Primary Tumor
ABCS_00696	BRCA	Primary Tumor
ABCS_00697	BRCA	Primary Tumor
ABCS_00698	BRCA	Primary Tumor
ABCS_00699	BRCA	Primary Tumor
ABCS_00700	BRCA	Primary Tumor
ABCS_00701	BRCA	Primary Tumor
ABCS_00702	BRCA	Primary Tumor
ABCS_00703	BRCA	Primary Tumor
ABCS_00704	BRCA	Primary Tumor
ABCS_00705	BRCA	Primary Tumor
ABCS_00706	BRCA	Primary Tumor
ABCS_00707	BRCA	Primary Tumor
ABCS_00708	BRCA	Primary Tumor
ABCS_00709	BRCA	Primary Tumor
ABCS_00710	BRCA	Primary Tumor
ABCS_00711	BRCA	Primary Tumor
ABCS_00712	BRCA	Primary Tumor
ABCS_00713	BRCA	Primary Tumor
ABCS_00714	BRCA	Primary Tumor
ABCS_00715	BRCA	Primary Tumor
ABCS_00716	BRCA	Primary Tumor
ABCS_00717	BRCA	Primary Tumor
ABCS_00718	BRCA	Primary Tumor
ABCS_00719	BRCA	Primary Tumor
ABCS_00720	BRCA	Primary Tumor
ABCS_00721	BRCA	Primary Tumor
ABCS_00722	BRCA	Primary Tumor
ABCS_00723	BRCA	Primary Tumor
ABCS_00724	BRCA	Primary Tumor
ABCS_00725	BRCA	Primary Tumor
ABCS_00726	BRCA	Primary Tumor
ABCS_00727	BRCA	Primary Tumor
ABCS_00728	BRCA	Primary Tumor
ABCS_00729	BRCA	Primary Tumor
ABCS_00730	BRCA	Primary Tumor
ABCS_00731	BRCA	Primary Tumor
ABCS_00732	BRCA	Primary Tumor
ABCS_00733	BRCA	Primary Tumor
ABCS_00734	BRCA	Primary Tumor
ABCS_00735	BRCA	Primary Tumor
ABCS_00736	BRCA	Primary Tumor
ABCS_00737	BRCA	Primary Tumor
ABCS_00738	BRCA	Primary Tumor
ABCS_00739	BRCA	Primary Tumor
ABCS_00740	BRCA	Primary Tumor
ABCS_00741	BRCA	Primary Tumor
ABCS_00742	BRCA	Primary Tumor
ABCS_00743	BRCA	Primary Tumor
ABCS_00744	BRCA	Primary Tumor
ABCS_00745	BRCA	Primary Tumor
ABCS_00746	BRCA	Primary Tumor
ABCS_00747	BRCA	Primary Tumor
ABCS_00748	BRCA	Primary Tumor
ABCS_00749	BRCA	Primary Tumor
ABCS_00750	BRCA	Primary Tumor
ABCS_00751	BRCA	Primary Tumor
ABCS_00752	BRCA	Primary Tumor
ABCS_00753	BRCA	Primary Tumor
ABCS_00754	BRCA	Primary Tumor
ABCS_00755	BRCA	Primary Tumor
ABCS_00756	BRCA	Primary Tumor
ABCS_00757	BRCA	Primary Tumor
ABCS_00758	BRCA	Primary Tumor
ABCS_00759	BRCA	Primary Tumor
ABCS_00760	BRCA	Primary Tumor
ABCS_00761	BRCA	Primary Tumor
ABCS_00762	BRCA	Primary Tumor
ABCS_00763	BRCA	Primary Tumor
ABCS_00764	BRCA	Primary Tumor
ABCS_00765	BRCA	Primary Tumor
ABCS_00766	BRCA	Primary Tumor
ABCS_00767	BRCA	Primary Tumor
ABCS_00768	BRCA	Primary Tumor
ABCS_00769	BRCA	Primary Tumor
ABCS_00770	BRCA	Primary Tumor
ABCS_00771	BRCA	Primary Tumor
ABCS_00772	BRCA	Primary Tumor
ABCS_00773	BRCA	Primary Tumor
ABCS_00774	BRCA	Primary Tumor
ABCS_00775	BRCA	Primary Tumor
ABCS_00776	BRCA	Primary Tumor
ABCS_00777	BRCA	Primary Tumor
ABCS_00778	BRCA	Primary Tumor
ABCS_00779	BRCA	Primary Tumor
ABCS_02157	COAD	Primary Tumor
ABCS_02158	COAD	Primary Tumor
ABCS_02159	COAD	Primary Tumor
ABCS_02160	COAD	Primary Tumor
ABCS_02161	COAD	Primary Tumor
ABCS_02162	COAD	Primary Tumor
ABCS_02163	COAD	Primary Tumor
ABCS_02164	COAD	Primary Tumor
ABCS_02165	COAD	Primary Tumor
ABCS_02166	COAD	Primary Tumor
ABCS_02167	COAD	Primary Tumor
ABCS_02168	COAD	Primary Tumor
ABCS_02169	COAD	Primary Tumor
ABCS_02170	COAD	Primary Tumor
ABCS_02171	COAD	Primary Tumor
ABCS_02172	COAD	Primary Tumor
ABCS_02173	COAD	Primary Tumor
ABCS_02174	COAD	Solid Tissue Normal
ABCS_02175	COAD	Primary Tumor
ABCS_02176	COAD	Primary Tumor
ABCS_02177	COAD	Primary Tumor
ABCS_02178	COAD	Primary Tumor
ABCS_02179	COAD	Solid Tissue Normal
ABCS_02180	COAD	Primary Tumor
ABCS_02181	COAD	Primary Tumor
ABCS_02182	COAD	Solid Tissue Normal
ABCS_02183	COAD	Primary Tumor
ABCS_02184	COAD	Primary Tumor
ABCS_02185	COAD	Primary Tumor
ABCS_02186	COAD	Primary Tumor
ABCS_02187	COAD	Primary Tumor
ABCS_02188	COAD	Primary Tumor
ABCS_02189	COAD	Primary Tumor
ABCS_02190	COAD	Primary Tumor
ABCS_02191	COAD	Primary Tumor
ABCS_02192	COAD	Primary Tumor
ABCS_02193	COAD	Primary Tumor
ABCS_02194	COAD	Primary Tumor
ABCS_02195	COAD	Primary Tumor
ABCS_02196	COAD	Primary Tumor
ABCS_02197	COAD	Primary Tumor
ABCS_02198	COAD	Primary Tumor
ABCS_02199	COAD	Primary Tumor
ABCS_02200	COAD	Primary Tumor
ABCS_02201	COAD	Primary Tumor
ABCS_02202	COAD	Primary Tumor
ABCS_02203	COAD	Primary Tumor
ABCS_02204	COAD	Primary Tumor
ABCS_02205	COAD	Primary Tumor
ABCS_02206	COAD	Primary Tumor
ABCS_02207	COAD	Primary Tumor
ABCS_02208	COAD	Primary Tumor
ABCS_02209	COAD	Primary Tumor
ABCS_02210	COAD	Primary Tumor
ABCS_02211	COAD	Primary Tumor
ABCS_02212	COAD	Primary Tumor
ABCS_02213	COAD	Primary Tumor
ABCS_02214	COAD	Primary Tumor
ABCS_02215	COAD	Primary Tumor
ABCS_02216	COAD	Primary Tumor
ABCS_02217	COAD	Primary Tumor
ABCS_02218	COAD	Primary Tumor
ABCS_02219	COAD	Primary Tumor
ABCS_02220	COAD	Primary Tumor
ABCS_02221	COAD	Primary Tumor
ABCS_02222	COAD	Primary Tumor
ABCS_02223	COAD	Primary Tumor
ABCS_02224	COAD	Primary Tumor
ABCS_02225	COAD	Primary Tumor
ABCS_02226	COAD	Primary Tumor
ABCS_02227	COAD	Primary Tumor
ABCS_02228	COAD	Primary Tumor
ABCS_02229	COAD	Primary Tumor
ABCS_02230	COAD	Primary Tumor
ABCS_02231	COAD	Primary Tumor
ABCS_02232	COAD	Primary Tumor
ABCS_02233	COAD	Primary Tumor
ABCS_02234	COAD	Primary Tumor
ABCS_02235	COAD	Primary Tumor
ABCS_02236	COAD	Primary Tumor
ABCS_02237	COAD	Primary Tumor
ABCS_02238	COAD	Primary Tumor
ABCS_02239	COAD	Primary Tumor
ABCS_02240	COAD	Primary Tumor
ABCS_02241	COAD	Primary Tumor
ABCS_02242	COAD	Primary Tumor
ABCS_02243	COAD	Primary Tumor
ABCS_02244	COAD	Primary Tumor
ABCS_02245	COAD	Primary Tumor
ABCS_02246	COAD	Primary Tumor
ABCS_02247	COAD	Primary Tumor
ABCS_02248	COAD	Primary Tumor
ABCS_02249	COAD	Primary Tumor
ABCS_02250	COAD	Primary Tumor
ABCS_02251	COAD	Primary Tumor
ABCS_02252	COAD	Primary Tumor
ABCS_02253	COAD	Primary Tumor
ABCS_02254	COAD	Primary Tumor
ABCS_02255	COAD	Primary Tumor
ABCS_02256	COAD	Primary Tumor
ABCS_02257	COAD	Primary Tumor
ABCS_02258	COAD	Primary Tumor
ABCS_02259	COAD	Primary Tumor
ABCS_02260	COAD	Primary Tumor
ABCS_02261	COAD	Primary Tumor
ABCS_02262	COAD	Primary Tumor
ABCS_02263	COAD	Primary Tumor
ABCS_02264	COAD	Primary Tumor
ABCS_02265	COAD	Primary Tumor
ABCS_02266	COAD	Primary Tumor
ABCS_02267	COAD	Primary Tumor
ABCS_02268	COAD	Primary Tumor
ABCS_02269	COAD	Primary Tumor
ABCS_02270	COAD	Primary Tumor
ABCS_02271	COAD	Primary Tumor
ABCS_02272	COAD	Primary Tumor
ABCS_02273	COAD	Primary Tumor
ABCS_02274	COAD	Primary Tumor
ABCS_02275	COAD	Primary Tumor
ABCS_02276	COAD	Primary Tumor
ABCS_02277	COAD	Primary Tumor
ABCS_02278	COAD	Primary Tumor
ABCS_02279	COAD	Primary Tumor
ABCS_02280	COAD	Primary Tumor
ABCS_02281	COAD	Primary Tumor
ABCS_02282	COAD	Primary Tumor
ABCS_02283	COAD	Primary Tumor
ABCS_02284	COAD	Primary Tumor
ABCS_02285	COAD	Primary Tumor
ABCS_02286	COAD	Primary Tumor
ABCS_02287	COAD	Primary Tumor
ABCS_02288	COAD	Primary Tumor
ABCS_02289	COAD	Primary Tumor
ABCS_02290	COAD	Primary Tumor
ABCS_02291	COAD	Primary Tumor
ABCS_02292	COAD	Primary Tumor
ABCS_02293	COAD	Primary Tumor
ABCS_02294	COAD	Primary Tumor
ABCS_02295	COAD	Primary Tumor
ABCS_02296	COAD	Primary Tumor
ABCS_02297	COAD	Primary Tumor
ABCS_02298	COAD	Primary Tumor
ABCS_02299	COAD	Primary Tumor
ABCS_02300	COAD	Primary Tumor
ABCS_02301	COAD	Primary Tumor
ABCS_02302	COAD	Primary Tumor
ABCS_02303	COAD	Primary Tumor
ABCS_02304	COAD	Primary Tumor
ABCS_02305	COAD	Primary Tumor
ABCS_02306	COAD	Primary Tumor
ABCS_02307	COAD	Primary Tumor
ABCS_02308	COAD	Primary Tumor
ABCS_02309	COAD	Primary Tumor
ABCS_02310	COAD	Primary Tumor
ABCS_02311	COAD	Primary Tumor
ABCS_02312	COAD	Primary Tumor
ABCS_02313	COAD	Primary Tumor
ABCS_02314	COAD	Primary Tumor
ABCS_02315	COAD	Primary Tumor
ABCS_02316	COAD	Primary Tumor
ABCS_02317	COAD	Primary Tumor
ABCS_04539	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04540	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04541	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04542	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04543	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04544	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04545	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04546	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04547	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04548	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04549	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04550	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04551	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04552	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04553	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04554	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04555	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04556	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04557	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04558	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04559	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04560	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04561	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04562	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04563	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04564	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04565	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04566	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04567	LAML	Primary Blood Derived Cancer - Peripheral Blood
ABCS_04568	LAML	Primary Blood Derived Cancer - Peripheral Blood
