renamed	dataset	sample_type
ABCS_11448	UCEC	Primary Tumor
ABCS_11449	UCEC	Primary Tumor
ABCS_11450	UCEC	Primary Tumor
ABCS_11451	UCEC	Primary Tumor
ABCS_11452	UCEC	Primary Tumor
ABCS_11453	UCEC	Primary Tumor
ABCS_11454	UCEC	Primary Tumor
ABCS_11455	UCEC	Primary Tumor
ABCS_11456	UCEC	Primary Tumor
ABCS_11457	UCEC	Primary Tumor
ABCS_11458	UCEC	Primary Tumor
ABCS_11459	UCEC	Primary Tumor
ABCS_11460	UCEC	Primary Tumor
ABCS_11461	UCEC	Primary Tumor
ABCS_11462	UCEC	Primary Tumor
ABCS_11463	UCEC	Primary Tumor
ABCS_11464	UCEC	Primary Tumor
ABCS_11465	UCEC	Primary Tumor
ABCS_11466	UCEC	Primary Tumor
ABCS_11467	UCEC	Primary Tumor
ABCS_11468	UCEC	Primary Tumor
ABCS_11469	UCEC	Primary Tumor
ABCS_11470	UCEC	Primary Tumor
ABCS_11471	UCEC	Primary Tumor
ABCS_11472	UCEC	Primary Tumor
ABCS_11473	UCEC	Primary Tumor
ABCS_11474	UCEC	Primary Tumor
ABCS_11475	UCEC	Primary Tumor
ABCS_11476	UCEC	Primary Tumor
ABCS_11477	UCEC	Primary Tumor
ABCS_05287	LGG	Primary Tumor
ABCS_09897	STAD	Primary Tumor
ABCS_09898	STAD	Primary Tumor
ABCS_09899	STAD	Primary Tumor
ABCS_09900	STAD	Primary Tumor
ABCS_09901	STAD	Primary Tumor
ABCS_07769	PAAD	Primary Tumor
ABCS_07770	PAAD	Primary Tumor
ABCS_07771	PAAD	Primary Tumor
ABCS_07772	PAAD	Primary Tumor
ABCS_07773	PAAD	Primary Tumor
ABCS_07774	PAAD	Primary Tumor
ABCS_07775	PAAD	Primary Tumor
ABCS_07776	PAAD	Primary Tumor
ABCS_02483	COAD	Primary Tumor
ABCS_02484	COAD	Primary Tumor
ABCS_02485	COAD	Primary Tumor
ABCS_02486	COAD	Primary Tumor
ABCS_02487	COAD	Primary Tumor
ABCS_02488	COAD	Primary Tumor
ABCS_02489	COAD	Primary Tumor
ABCS_02490	COAD	Primary Tumor
ABCS_02491	COAD	Primary Tumor
ABCS_02492	COAD	Primary Tumor
ABCS_02493	COAD	Primary Tumor
ABCS_02494	COAD	Primary Tumor
ABCS_02495	COAD	Primary Tumor
ABCS_02496	COAD	Primary Tumor
ABCS_02497	COAD	Primary Tumor
ABCS_02498	COAD	Primary Tumor
ABCS_08874	READ	Primary Tumor
ABCS_08875	READ	Primary Tumor
ABCS_08876	READ	Primary Tumor
ABCS_08877	READ	Primary Tumor
ABCS_08878	READ	Primary Tumor
ABCS_08879	READ	Primary Tumor
ABCS_08880	READ	Primary Tumor
ABCS_08881	READ	Primary Tumor
ABCS_08882	READ	Primary Tumor
ABCS_08883	READ	Primary Tumor
ABCS_08884	READ	Primary Tumor
ABCS_08885	READ	Primary Tumor
ABCS_05288	LGG	Primary Tumor
ABCS_05289	LGG	Primary Tumor
ABCS_03236	HNSC	Primary Tumor
ABCS_03237	HNSC	Primary Tumor
ABCS_03238	HNSC	Primary Tumor
ABCS_03239	HNSC	Primary Tumor
ABCS_03240	HNSC	Primary Tumor
ABCS_03241	HNSC	Primary Tumor
ABCS_03242	HNSC	Primary Tumor
ABCS_03243	HNSC	Primary Tumor
ABCS_03244	HNSC	Primary Tumor
ABCS_03245	HNSC	Primary Tumor
ABCS_03246	HNSC	Primary Tumor
ABCS_03247	HNSC	Primary Tumor
ABCS_03248	HNSC	Primary Tumor
ABCS_04409	KIRP	Primary Tumor
ABCS_04410	KIRP	Primary Tumor
ABCS_04411	KIRP	Primary Tumor
ABCS_04412	KIRP	Primary Tumor
ABCS_04413	KIRP	Primary Tumor
ABCS_02547	DLBC	Primary Tumor
ABCS_02548	DLBC	Primary Tumor
ABCS_02549	DLBC	Primary Tumor
ABCS_02550	DLBC	Primary Tumor
ABCS_02551	DLBC	Primary Tumor
ABCS_02552	DLBC	Primary Tumor
ABCS_02553	DLBC	Primary Tumor
ABCS_02554	DLBC	Primary Tumor
ABCS_02555	DLBC	Primary Tumor
ABCS_07777	PAAD	Primary Tumor
ABCS_07778	PAAD	Primary Tumor
ABCS_07779	PAAD	Primary Tumor
ABCS_07780	PAAD	Primary Tumor
ABCS_07781	PAAD	Primary Tumor
ABCS_07782	PAAD	Primary Tumor
ABCS_07783	PAAD	Primary Tumor
ABCS_07784	PAAD	Primary Tumor
ABCS_07785	PAAD	Primary Tumor
ABCS_07786	PAAD	Primary Tumor
ABCS_07787	PAAD	Primary Tumor
ABCS_07788	PAAD	Primary Tumor
ABCS_07789	PAAD	Primary Tumor
ABCS_07790	PAAD	Primary Tumor
ABCS_07791	PAAD	Primary Tumor
ABCS_07792	PAAD	Primary Tumor
ABCS_07793	PAAD	Primary Tumor
ABCS_08263	PRAD	Primary Tumor
ABCS_08264	PRAD	Primary Tumor
ABCS_08265	PRAD	Primary Tumor
ABCS_08266	PRAD	Primary Tumor
ABCS_08267	PRAD	Primary Tumor
ABCS_08268	PRAD	Primary Tumor
ABCS_08269	PRAD	Primary Tumor
ABCS_00263	BLCA	Primary Tumor
ABCS_00264	BLCA	Primary Tumor
ABCS_00265	BLCA	Primary Tumor
ABCS_00266	BLCA	Primary Tumor
ABCS_00267	BLCA	Primary Tumor
ABCS_00268	BLCA	Primary Tumor
ABCS_00269	BLCA	Primary Tumor
ABCS_00270	BLCA	Primary Tumor
ABCS_00271	BLCA	Primary Tumor
ABCS_00272	BLCA	Primary Tumor
ABCS_00273	BLCA	Primary Tumor
ABCS_00274	BLCA	Primary Tumor
ABCS_00275	BLCA	Primary Tumor
ABCS_00276	BLCA	Primary Tumor
ABCS_00277	BLCA	Primary Tumor
ABCS_00278	BLCA	Primary Tumor
ABCS_00279	BLCA	Primary Tumor
ABCS_00280	BLCA	Primary Tumor
ABCS_00281	BLCA	Primary Tumor
ABCS_00282	BLCA	Primary Tumor
ABCS_00283	BLCA	Primary Tumor
ABCS_00284	BLCA	Primary Tumor
ABCS_00285	BLCA	Primary Tumor
ABCS_00286	BLCA	Primary Tumor
ABCS_00287	BLCA	Primary Tumor
ABCS_00288	BLCA	Primary Tumor
ABCS_00289	BLCA	Primary Tumor
ABCS_00290	BLCA	Primary Tumor
ABCS_00291	BLCA	Primary Tumor
ABCS_00292	BLCA	Primary Tumor
ABCS_00293	BLCA	Primary Tumor
ABCS_00294	BLCA	Primary Tumor
ABCS_00295	BLCA	Primary Tumor
ABCS_00296	BLCA	Primary Tumor
ABCS_00297	BLCA	Primary Tumor
ABCS_00298	BLCA	Primary Tumor
ABCS_00299	BLCA	Primary Tumor
ABCS_00300	BLCA	Primary Tumor
ABCS_00301	BLCA	Primary Tumor
ABCS_00302	BLCA	Primary Tumor
ABCS_00303	BLCA	Primary Tumor
ABCS_00304	BLCA	Primary Tumor
ABCS_00305	BLCA	Primary Tumor
ABCS_00306	BLCA	Primary Tumor
ABCS_00307	BLCA	Primary Tumor
ABCS_00308	BLCA	Primary Tumor
ABCS_00309	BLCA	Primary Tumor
ABCS_00310	BLCA	Primary Tumor
ABCS_10720	THCA	Primary Tumor
ABCS_10721	THCA	Primary Tumor
ABCS_10722	THCA	Primary Tumor
ABCS_10723	THCA	Primary Tumor
ABCS_10724	THCA	Primary Tumor
ABCS_10725	THCA	Primary Tumor
ABCS_10726	THCA	Primary Tumor
ABCS_10727	THCA	Primary Tumor
ABCS_10728	THCA	Primary Tumor
ABCS_10729	THCA	Primary Tumor
ABCS_10730	THCA	Primary Tumor
ABCS_10731	THCA	Primary Tumor
ABCS_10732	THCA	Primary Tumor
ABCS_10733	THCA	Primary Tumor
ABCS_10734	THCA	Primary Tumor
ABCS_10735	THCA	Primary Tumor
ABCS_02556	DLBC	Primary Tumor
ABCS_02557	DLBC	Primary Tumor
ABCS_02558	DLBC	Primary Tumor
ABCS_02559	DLBC	Primary Tumor
ABCS_02560	DLBC	Primary Tumor
ABCS_02561	DLBC	Primary Tumor
ABCS_02562	DLBC	Primary Tumor
ABCS_02563	DLBC	Primary Tumor
ABCS_02564	DLBC	Primary Tumor
ABCS_02565	DLBC	Primary Tumor
ABCS_02566	DLBC	Primary Tumor
ABCS_05290	LGG	Primary Tumor
ABCS_05291	LGG	Primary Tumor
ABCS_05292	LGG	Recurrent Tumor
ABCS_05293	LGG	Primary Tumor
ABCS_05294	LGG	Primary Tumor
ABCS_05295	LGG	Recurrent Tumor
ABCS_05296	LGG	Recurrent Tumor
ABCS_05297	LGG	Primary Tumor
ABCS_05298	LGG	Primary Tumor
ABCS_05299	LGG	Primary Tumor
ABCS_05300	LGG	Primary Tumor
ABCS_05301	LGG	Primary Tumor
ABCS_05302	LGG	Primary Tumor
ABCS_05303	LGG	Primary Tumor
ABCS_05304	LGG	Primary Tumor
ABCS_05305	LGG	Primary Tumor
ABCS_05306	LGG	Primary Tumor
ABCS_05307	LGG	Primary Tumor
ABCS_05308	LGG	Primary Tumor
ABCS_05309	LGG	Primary Tumor
ABCS_05310	LGG	Primary Tumor
ABCS_05311	LGG	Primary Tumor
ABCS_05312	LGG	Primary Tumor
ABCS_05313	LGG	Primary Tumor
ABCS_05314	LGG	Primary Tumor
ABCS_05315	LGG	Primary Tumor
ABCS_05316	LGG	Primary Tumor
ABCS_05317	LGG	Recurrent Tumor
ABCS_05318	LGG	Primary Tumor
ABCS_05319	LGG	Primary Tumor
ABCS_05320	LGG	Primary Tumor
ABCS_05321	LGG	Primary Tumor
ABCS_05322	LGG	Primary Tumor
ABCS_05323	LGG	Primary Tumor
ABCS_05324	LGG	Primary Tumor
ABCS_05325	LGG	Primary Tumor
ABCS_05326	LGG	Primary Tumor
ABCS_05327	LGG	Primary Tumor
ABCS_05328	LGG	Primary Tumor
ABCS_05329	LGG	Primary Tumor
ABCS_05330	LGG	Primary Tumor
ABCS_05331	LGG	Primary Tumor
ABCS_05332	LGG	Primary Tumor
ABCS_05333	LGG	Primary Tumor
ABCS_05334	LGG	Primary Tumor
ABCS_11478	UCEC	Primary Tumor
ABCS_11479	UCEC	Primary Tumor
ABCS_11480	UCEC	Primary Tumor
ABCS_11481	UCEC	Primary Tumor
ABCS_11482	UCEC	Primary Tumor
ABCS_11483	UCEC	Primary Tumor
ABCS_11484	UCEC	Primary Tumor
ABCS_11485	UCEC	Primary Tumor
ABCS_11486	UCEC	Primary Tumor
ABCS_11487	UCEC	Primary Tumor
ABCS_11488	UCEC	Primary Tumor
ABCS_11489	UCEC	Primary Tumor
ABCS_11490	UCEC	Primary Tumor
ABCS_11491	UCEC	Primary Tumor
ABCS_11492	UCEC	Primary Tumor
ABCS_11493	UCEC	Primary Tumor
ABCS_00311	BLCA	Primary Tumor
ABCS_00312	BLCA	Primary Tumor
ABCS_00313	BLCA	Primary Tumor
ABCS_00314	BLCA	Primary Tumor
ABCS_00315	BLCA	Primary Tumor
ABCS_10736	THCA	Primary Tumor
ABCS_10737	THCA	Primary Tumor
ABCS_10738	THCA	Primary Tumor
ABCS_10739	THCA	Primary Tumor
ABCS_10740	THCA	Primary Tumor
ABCS_10741	THCA	Primary Tumor
ABCS_10742	THCA	Primary Tumor
ABCS_11494	UCEC	Solid Tissue Normal
ABCS_11495	UCEC	Solid Tissue Normal
ABCS_11496	UCEC	Solid Tissue Normal
ABCS_11497	UCEC	Solid Tissue Normal
ABCS_11498	UCEC	Solid Tissue Normal
ABCS_11499	UCEC	Solid Tissue Normal
ABCS_11500	UCEC	Solid Tissue Normal
ABCS_11501	UCEC	Solid Tissue Normal
ABCS_11502	UCEC	Solid Tissue Normal
ABCS_11503	UCEC	Solid Tissue Normal
ABCS_11504	UCEC	Solid Tissue Normal
ABCS_02567	DLBC	Primary Tumor
ABCS_05335	LGG	Primary Tumor
ABCS_09902	STAD	Primary Tumor
ABCS_09903	STAD	Solid Tissue Normal
ABCS_09904	STAD	Primary Tumor
ABCS_09905	STAD	Solid Tissue Normal
ABCS_09906	STAD	Primary Tumor
ABCS_09907	STAD	Primary Tumor
ABCS_09908	STAD	Primary Tumor
ABCS_09909	STAD	Primary Tumor
ABCS_09910	STAD	Primary Tumor
ABCS_09911	STAD	Primary Tumor
ABCS_09912	STAD	Primary Tumor
ABCS_09913	STAD	Primary Tumor
ABCS_09914	STAD	Primary Tumor
ABCS_09915	STAD	Primary Tumor
ABCS_09916	STAD	Primary Tumor
ABCS_09917	STAD	Primary Tumor
ABCS_09476	SKCM	Primary Tumor
ABCS_09477	SKCM	Primary Tumor
ABCS_09478	SKCM	Metastatic
ABCS_09479	SKCM	Metastatic
ABCS_09480	SKCM	Metastatic
ABCS_09481	SKCM	Primary Tumor
ABCS_09482	SKCM	Metastatic
ABCS_09483	SKCM	Metastatic
ABCS_09484	SKCM	Metastatic
ABCS_09485	SKCM	Metastatic
ABCS_09486	SKCM	Metastatic
ABCS_09487	SKCM	Metastatic
ABCS_09488	SKCM	Metastatic
ABCS_09489	SKCM	Metastatic
ABCS_09490	SKCM	Metastatic
ABCS_09491	SKCM	Metastatic
ABCS_09492	SKCM	Metastatic
ABCS_09493	SKCM	Metastatic
ABCS_09494	SKCM	Metastatic
ABCS_09495	SKCM	Metastatic
ABCS_09496	SKCM	Metastatic
ABCS_09497	SKCM	Metastatic
ABCS_09498	SKCM	Metastatic
ABCS_09499	SKCM	Metastatic
ABCS_09500	SKCM	Metastatic
ABCS_09501	SKCM	Metastatic
ABCS_09502	SKCM	Metastatic
ABCS_09503	SKCM	Metastatic
ABCS_09504	SKCM	Metastatic
ABCS_09505	SKCM	Metastatic
ABCS_09506	SKCM	Primary Tumor
ABCS_09507	SKCM	Metastatic
ABCS_09508	SKCM	Metastatic
ABCS_09509	SKCM	Metastatic
ABCS_09510	SKCM	Metastatic
ABCS_09511	SKCM	Metastatic
ABCS_09512	SKCM	Metastatic
ABCS_09513	SKCM	Metastatic
ABCS_09514	SKCM	Metastatic
ABCS_09515	SKCM	Metastatic
ABCS_09516	SKCM	Metastatic
ABCS_09517	SKCM	Metastatic
ABCS_09518	SKCM	Metastatic
ABCS_09519	SKCM	Metastatic
ABCS_09520	SKCM	Metastatic
ABCS_09521	SKCM	Metastatic
ABCS_00316	BLCA	Primary Tumor
ABCS_00317	BLCA	Primary Tumor
ABCS_01876	CESC	Primary Tumor
ABCS_01877	CESC	Primary Tumor
ABCS_01878	CESC	Primary Tumor
ABCS_01879	CESC	Primary Tumor
ABCS_01880	CESC	Solid Tissue Normal
ABCS_01881	CESC	Primary Tumor
ABCS_01882	CESC	Primary Tumor
ABCS_01883	CESC	Primary Tumor
ABCS_01884	CESC	Primary Tumor
ABCS_01885	CESC	Primary Tumor
ABCS_01886	CESC	Primary Tumor
ABCS_01887	CESC	Primary Tumor
ABCS_01888	CESC	Primary Tumor
ABCS_01889	CESC	Primary Tumor
ABCS_01890	CESC	Primary Tumor
ABCS_01891	CESC	Primary Tumor
ABCS_05932	LIHC	Primary Tumor
ABCS_05933	LIHC	Solid Tissue Normal
ABCS_05934	LIHC	Primary Tumor
ABCS_05935	LIHC	Primary Tumor
ABCS_05936	LIHC	Solid Tissue Normal
ABCS_05937	LIHC	Primary Tumor
ABCS_05938	LIHC	Solid Tissue Normal
ABCS_05939	LIHC	Primary Tumor
ABCS_05940	LIHC	Solid Tissue Normal
ABCS_05941	LIHC	Solid Tissue Normal
ABCS_05942	LIHC	Primary Tumor
ABCS_05943	LIHC	Primary Tumor
ABCS_05944	LIHC	Primary Tumor
ABCS_05945	LIHC	Primary Tumor
ABCS_09522	SKCM	Metastatic
ABCS_09523	SKCM	Metastatic
ABCS_09524	SKCM	Solid Tissue Normal
ABCS_09525	SKCM	Metastatic
ABCS_09526	SKCM	Metastatic
ABCS_09527	SKCM	Primary Tumor
ABCS_09029	SARC	Primary Tumor
ABCS_09030	SARC	Primary Tumor
ABCS_09031	SARC	Primary Tumor
ABCS_09032	SARC	Primary Tumor
ABCS_09033	SARC	Primary Tumor
ABCS_09034	SARC	Primary Tumor
ABCS_09035	SARC	Primary Tumor
ABCS_09036	SARC	Primary Tumor
ABCS_10743	THCA	Primary Tumor
ABCS_10744	THCA	Primary Tumor
ABCS_10745	THCA	Primary Tumor
ABCS_10746	THCA	Primary Tumor
ABCS_10747	THCA	Primary Tumor
ABCS_10748	THCA	Primary Tumor
ABCS_10749	THCA	Primary Tumor
ABCS_10750	THCA	Primary Tumor
ABCS_10751	THCA	Primary Tumor
ABCS_10752	THCA	Primary Tumor
ABCS_10753	THCA	Primary Tumor
ABCS_10754	THCA	Primary Tumor
ABCS_10755	THCA	Primary Tumor
ABCS_10756	THCA	Primary Tumor
ABCS_10757	THCA	Solid Tissue Normal
ABCS_10758	THCA	Primary Tumor
ABCS_10759	THCA	Primary Tumor
ABCS_10760	THCA	Primary Tumor
ABCS_10761	THCA	Primary Tumor
ABCS_10762	THCA	Primary Tumor
ABCS_10763	THCA	Primary Tumor
ABCS_10764	THCA	Primary Tumor
ABCS_10765	THCA	Primary Tumor
ABCS_10766	THCA	Primary Tumor
ABCS_10767	THCA	Primary Tumor
ABCS_10768	THCA	Primary Tumor
ABCS_00318	BLCA	Primary Tumor
ABCS_00319	BLCA	Primary Tumor
ABCS_00320	BLCA	Primary Tumor
ABCS_00321	BLCA	Primary Tumor
ABCS_00322	BLCA	Primary Tumor
ABCS_00323	BLCA	Primary Tumor
ABCS_00324	BLCA	Primary Tumor
ABCS_00325	BLCA	Primary Tumor
ABCS_00326	BLCA	Primary Tumor
ABCS_00327	BLCA	Primary Tumor
ABCS_00328	BLCA	Primary Tumor
ABCS_00329	BLCA	Primary Tumor
ABCS_00330	BLCA	Primary Tumor
ABCS_05946	LIHC	Primary Tumor
ABCS_05947	LIHC	Primary Tumor
ABCS_05948	LIHC	Primary Tumor
ABCS_05949	LIHC	Primary Tumor
ABCS_05950	LIHC	Primary Tumor
ABCS_05951	LIHC	Primary Tumor
ABCS_05952	LIHC	Primary Tumor
ABCS_05953	LIHC	Primary Tumor
ABCS_05954	LIHC	Primary Tumor
ABCS_05955	LIHC	Primary Tumor
ABCS_05956	LIHC	Solid Tissue Normal
ABCS_05957	LIHC	Primary Tumor
ABCS_05958	LIHC	Primary Tumor
ABCS_05959	LIHC	Primary Tumor
ABCS_05960	LIHC	Primary Tumor
ABCS_05961	LIHC	Primary Tumor
ABCS_05962	LIHC	Primary Tumor
ABCS_05963	LIHC	Primary Tumor
ABCS_05964	LIHC	Primary Tumor
ABCS_05965	LIHC	Primary Tumor
ABCS_05966	LIHC	Primary Tumor
ABCS_05967	LIHC	Primary Tumor
ABCS_05968	LIHC	Primary Tumor
ABCS_05969	LIHC	Primary Tumor
ABCS_05970	LIHC	Primary Tumor
ABCS_05971	LIHC	Primary Tumor
ABCS_05972	LIHC	Primary Tumor
ABCS_05973	LIHC	Primary Tumor
ABCS_05974	LIHC	Primary Tumor
ABCS_05975	LIHC	Primary Tumor
ABCS_05976	LIHC	Primary Tumor
ABCS_05977	LIHC	Primary Tumor
ABCS_05978	LIHC	Primary Tumor
ABCS_05979	LIHC	Primary Tumor
ABCS_02499	COAD	Primary Tumor
ABCS_02500	COAD	Primary Tumor
ABCS_02501	COAD	Primary Tumor
ABCS_02502	COAD	Primary Tumor
ABCS_02503	COAD	Primary Tumor
ABCS_02504	COAD	Primary Tumor
ABCS_02505	COAD	Primary Tumor
ABCS_02506	COAD	Primary Tumor
ABCS_02507	COAD	Primary Tumor
ABCS_02508	COAD	Primary Tumor
ABCS_02509	COAD	Primary Tumor
ABCS_02510	COAD	Primary Tumor
ABCS_02511	COAD	Primary Tumor
ABCS_02512	COAD	Primary Tumor
ABCS_02513	COAD	Primary Tumor
ABCS_02514	COAD	Primary Tumor
ABCS_02515	COAD	Primary Tumor
ABCS_02516	COAD	Recurrent Tumor
ABCS_02517	COAD	Primary Tumor
ABCS_02518	COAD	Primary Tumor
ABCS_02519	COAD	Primary Tumor
ABCS_02520	COAD	Primary Tumor
ABCS_02521	COAD	Primary Tumor
ABCS_02522	COAD	Primary Tumor
ABCS_02523	COAD	Primary Tumor
ABCS_02524	COAD	Primary Tumor
ABCS_02525	COAD	Primary Tumor
ABCS_02526	COAD	Primary Tumor
ABCS_08886	READ	Primary Tumor
ABCS_08887	READ	Primary Tumor
ABCS_08888	READ	Primary Tumor
ABCS_08889	READ	Recurrent Tumor
ABCS_08890	READ	Primary Tumor
ABCS_04203	KIRC	Primary Tumor
ABCS_04204	KIRC	Primary Tumor
ABCS_04205	KIRC	Primary Tumor
ABCS_04206	KIRC	Primary Tumor
ABCS_04414	KIRP	Primary Tumor
ABCS_04415	KIRP	Primary Tumor
ABCS_04416	KIRP	Primary Tumor
ABCS_04417	KIRP	Primary Tumor
ABCS_04418	KIRP	Primary Tumor
ABCS_04419	KIRP	Primary Tumor
ABCS_04420	KIRP	Primary Tumor
ABCS_04421	KIRP	Primary Tumor
ABCS_04422	KIRP	Primary Tumor
ABCS_04423	KIRP	Primary Tumor
ABCS_04424	KIRP	Primary Tumor
ABCS_04425	KIRP	Primary Tumor
ABCS_04426	KIRP	Primary Tumor
ABCS_04427	KIRP	Primary Tumor
ABCS_02568	DLBC	Primary Tumor
ABCS_02569	DLBC	Primary Tumor
ABCS_02570	DLBC	Primary Tumor
ABCS_02571	DLBC	Primary Tumor
ABCS_02572	DLBC	Primary Tumor
ABCS_02573	DLBC	Primary Tumor
ABCS_02574	DLBC	Primary Tumor
ABCS_08270	PRAD	Primary Tumor
ABCS_08271	PRAD	Primary Tumor
ABCS_08272	PRAD	Primary Tumor
ABCS_08273	PRAD	Solid Tissue Normal
ABCS_08274	PRAD	Primary Tumor
ABCS_08275	PRAD	Primary Tumor
ABCS_08276	PRAD	Primary Tumor
ABCS_08277	PRAD	Primary Tumor
ABCS_08278	PRAD	Solid Tissue Normal
ABCS_08279	PRAD	Primary Tumor
ABCS_08280	PRAD	Primary Tumor
ABCS_08281	PRAD	Primary Tumor
ABCS_08282	PRAD	Solid Tissue Normal
ABCS_08283	PRAD	Primary Tumor
ABCS_08284	PRAD	Solid Tissue Normal
ABCS_08285	PRAD	Primary Tumor
ABCS_08286	PRAD	Primary Tumor
ABCS_08287	PRAD	Primary Tumor
ABCS_08288	PRAD	Solid Tissue Normal
ABCS_08289	PRAD	Primary Tumor
ABCS_08290	PRAD	Primary Tumor
ABCS_08291	PRAD	Solid Tissue Normal
ABCS_08292	PRAD	Primary Tumor
ABCS_08293	PRAD	Solid Tissue Normal
ABCS_08294	PRAD	Primary Tumor
ABCS_08295	PRAD	Primary Tumor
ABCS_08296	PRAD	Solid Tissue Normal
ABCS_08297	PRAD	Primary Tumor
ABCS_08298	PRAD	Primary Tumor
ABCS_08299	PRAD	Primary Tumor
ABCS_08300	PRAD	Primary Tumor
ABCS_08301	PRAD	Primary Tumor
ABCS_08302	PRAD	Primary Tumor
ABCS_08303	PRAD	Primary Tumor
ABCS_08304	PRAD	Primary Tumor
ABCS_08305	PRAD	Primary Tumor
ABCS_08306	PRAD	Primary Tumor
ABCS_08307	PRAD	Solid Tissue Normal
ABCS_08308	PRAD	Primary Tumor
ABCS_08309	PRAD	Primary Tumor
ABCS_08310	PRAD	Primary Tumor
ABCS_08311	PRAD	Solid Tissue Normal
ABCS_08312	PRAD	Primary Tumor
ABCS_08313	PRAD	Primary Tumor
ABCS_08314	PRAD	Solid Tissue Normal
ABCS_08315	PRAD	Primary Tumor
ABCS_08316	PRAD	Primary Tumor
ABCS_08317	PRAD	Primary Tumor
ABCS_08318	PRAD	Primary Tumor
ABCS_08319	PRAD	Primary Tumor
ABCS_08320	PRAD	Primary Tumor
ABCS_08321	PRAD	Primary Tumor
ABCS_08322	PRAD	Primary Tumor
ABCS_08323	PRAD	Primary Tumor
ABCS_08324	PRAD	Primary Tumor
ABCS_00331	BLCA	Primary Tumor
ABCS_00332	BLCA	Solid Tissue Normal
ABCS_00333	BLCA	Primary Tumor
ABCS_00334	BLCA	Primary Tumor
ABCS_00335	BLCA	Primary Tumor
ABCS_00336	BLCA	Primary Tumor
ABCS_00337	BLCA	Primary Tumor
ABCS_00338	BLCA	Primary Tumor
ABCS_00339	BLCA	Solid Tissue Normal
ABCS_00340	BLCA	Primary Tumor
ABCS_00341	BLCA	Primary Tumor
ABCS_00342	BLCA	Primary Tumor
ABCS_00343	BLCA	Primary Tumor
ABCS_00344	BLCA	Solid Tissue Normal
ABCS_00345	BLCA	Primary Tumor
ABCS_00346	BLCA	Solid Tissue Normal
ABCS_00347	BLCA	Primary Tumor
ABCS_00348	BLCA	Solid Tissue Normal
ABCS_00349	BLCA	Primary Tumor
ABCS_00350	BLCA	Solid Tissue Normal
ABCS_00351	BLCA	Primary Tumor
ABCS_00352	BLCA	Primary Tumor
ABCS_00353	BLCA	Primary Tumor
ABCS_10769	THCA	Primary Tumor
ABCS_10770	THCA	Solid Tissue Normal
ABCS_09528	SKCM	Primary Tumor
ABCS_09529	SKCM	Metastatic
ABCS_09530	SKCM	Metastatic
ABCS_09531	SKCM	Primary Tumor
ABCS_01892	CESC	Primary Tumor
ABCS_01619	BRCA	Primary Tumor
ABCS_01620	BRCA	Solid Tissue Normal
ABCS_01621	BRCA	Primary Tumor
ABCS_01622	BRCA	Solid Tissue Normal
ABCS_05980	LIHC	Primary Tumor
ABCS_05981	LIHC	Primary Tumor
ABCS_05982	LIHC	Primary Tumor
ABCS_04207	KIRC	Primary Tumor
ABCS_04428	KIRP	Primary Tumor
ABCS_04429	KIRP	Solid Tissue Normal
ABCS_04430	KIRP	Primary Tumor
ABCS_04431	KIRP	Primary Tumor
ABCS_04432	KIRP	Solid Tissue Normal
ABCS_04433	KIRP	Primary Tumor
ABCS_04434	KIRP	Primary Tumor
ABCS_04435	KIRP	Primary Tumor
ABCS_04436	KIRP	Solid Tissue Normal
ABCS_04437	KIRP	Primary Tumor
ABCS_04438	KIRP	Primary Tumor
ABCS_04439	KIRP	Primary Tumor
ABCS_04440	KIRP	Primary Tumor
ABCS_04441	KIRP	Solid Tissue Normal
ABCS_01623	BRCA	Primary Tumor
ABCS_01624	BRCA	Primary Tumor
ABCS_01625	BRCA	Primary Tumor
ABCS_01626	BRCA	Primary Tumor
ABCS_01627	BRCA	Primary Tumor
ABCS_01628	BRCA	Primary Tumor
ABCS_01629	BRCA	Primary Tumor
ABCS_01630	BRCA	Primary Tumor
ABCS_01631	BRCA	Primary Tumor
ABCS_01632	BRCA	Primary Tumor
ABCS_01633	BRCA	Primary Tumor
ABCS_01634	BRCA	Primary Tumor
ABCS_01635	BRCA	Primary Tumor
ABCS_01636	BRCA	Primary Tumor
ABCS_01637	BRCA	Primary Tumor
ABCS_01638	BRCA	Primary Tumor
ABCS_01639	BRCA	Primary Tumor
ABCS_01640	BRCA	Primary Tumor
ABCS_01641	BRCA	Primary Tumor
ABCS_01642	BRCA	Primary Tumor
ABCS_01643	BRCA	Primary Tumor
ABCS_09532	SKCM	Metastatic
ABCS_09533	SKCM	Primary Tumor
ABCS_09534	SKCM	Metastatic
ABCS_09535	SKCM	Metastatic
ABCS_09536	SKCM	Metastatic
ABCS_09537	SKCM	Metastatic
ABCS_09538	SKCM	Metastatic
ABCS_09539	SKCM	Metastatic
ABCS_09540	SKCM	Primary Tumor
ABCS_09541	SKCM	Metastatic
ABCS_09542	SKCM	Metastatic
ABCS_09543	SKCM	Metastatic
ABCS_09544	SKCM	Primary Tumor
ABCS_09545	SKCM	Metastatic
ABCS_09546	SKCM	Metastatic
ABCS_09547	SKCM	Solid Tissue Normal
ABCS_09548	SKCM	Metastatic
ABCS_09549	SKCM	Metastatic
ABCS_09550	SKCM	Metastatic
ABCS_09551	SKCM	Primary Tumor
ABCS_09552	SKCM	Metastatic
ABCS_02575	DLBC	Primary Tumor
